pagina,link_viejo,destino_nuevo,texto
"/fr/best-time-to-visit-israel","/nazareth","/fr/galilee","Nazareth"
"/fr/best-time-to-visit-israel","/fr/shabbat-guide","(sin link)","guide du Shabbat"
"/fr/car-rental-israel","/golan","/fr/galilee","Golan"
"/fr/car-rental-israel","/fr/shabbat-guide","(sin link)","guide du Shabbat"
"/fr/car-rental-israel","/petra-from-eilat-vs-amman","/fr/eilat","Petra"
"/fr/car-rental-israel","/fr/border-crossings","/fr/visa-information","passages frontaliers"
"/fr/car-rental-israel","/israel-esim","(sin link)","eSIM"
"/fr/car-rental-israel","/fr/israel-travel-insurance","(sin link)","assurance voyage"
"/fr/car-rental-israel","/ben-gurion-airport-transfers","(sin link)","transferts depuis Ben Gourion"
"/fr/car-rental-israel","/fr/driving-in-israel","(sin link)","guide de conduite en Israël"
"/fr/day-trips-from-tel-aviv","/jerusalem/old-city","/fr/jerusalem","Vieille Ville"
"/fr/day-trips-from-tel-aviv","/jerusalem/western-wall","/fr/jerusalem","mur des Lamentations"
"/fr/day-trips-from-tel-aviv","/jerusalem/holy-sepulchre","/fr/jerusalem","Saint-Sépulcre"
"/fr/day-trips-from-tel-aviv","/caesarea","/fr/haifa","Césarée"
"/fr/day-trips-from-tel-aviv","/akko","/fr/haifa","Akko"
"/fr/day-trips-from-tel-aviv","/haifa/bahai-gardens","/fr/haifa","jardins Bahá'ís"
"/fr/day-trips-from-tel-aviv","/dead-sea/masada","/fr/dead-sea","Masada"
"/fr/day-trips-from-tel-aviv","/nazareth","/fr/galilee","Nazareth"
"/fr/day-trips-from-tel-aviv","/fr/transportation","(sin link)","train"
"/fr/day-trips-from-tel-aviv","/fr/day-trips-from-jerusalem","/fr/jerusalem-tours-compared","excursions depuis Jérusalem"
"/fr/day-trips-from-tel-aviv","/fr/best-tours-in-israel","/fr/jerusalem-tours-compared","circuits et excursions"
"/fr/day-trips-from-tel-aviv","/israel-tour-packages","/fr/jerusalem-tours-compared","séjour multi-jours"
"/fr/dead-sea-hotels-guide","/fr/dead-sea-guide","/fr/dead-sea","guide complet de la Mer Morte"
"/fr/dead-sea-hotels-guide","/fr/dead-sea-guide","/fr/dead-sea","guide des visiteurs de la Mer Morte"
"/fr/dead-sea-hotels-guide","/fr/masada-dead-sea-day-trip","/fr/dead-sea-tours-compared","guide des excursions Massada et Mer Morte"
"/fr/dead-sea-hotels-guide","/fr/eilat-hotels-guide","/fr/eilat","guide des hôtels à Eilat"
"/fr/dead-sea-hotels-guide","/fr/israel-accommodation-guide","/fr/best-hotels-jerusalem","guide de l'hébergement en Israël"
"/fr/dead-sea-tours-compared","/fr/masada-tours-compared","(sin link)","comparatif des circuits Massada"
"/fr/dead-sea-tours-compared","/qumran-guide","/fr/dead-sea","Qumran"
"/fr/dead-sea-tours-compared","/dead-sea-guide","/fr/dead-sea","Réserve naturelle d'Ein Gedi"
"/fr/dead-sea-tours-compared","/fr/private-tours-israel","/fr/jerusalem-tours-compared","guide des circuits privés"
"/fr/dead-sea-tours-compared","/fr/dead-sea-guide","/fr/dead-sea","guide de la Mer Morte"
"/fr/dead-sea-tours-compared","/fr/dead-sea-day-trip-comparison","(sin link)","comparatif de départ Jérusalem vs Tel Aviv"
"/fr/dead-sea-tours-compared","/fr/best-tours-in-israel","/fr/jerusalem-tours-compared","guide des meilleurs circuits en Israël"
"/fr/first-time-in-israel","/nazareth","/fr/galilee","Nazareth"
"/fr/first-time-in-israel","/fr/transportation","(sin link)","guide des transports"
"/fr/first-time-in-israel","/fr/shabbat-guide","(sin link)","guide du Shabbat"
"/fr/first-time-in-israel","/fr/israel-cost-budget","(sin link)","guide des coûts"
"/fr/is-israel-safe","/fr/shabbat-guide","(sin link)","Shabbat"
"/fr/jerusalem-tours-compared","/jerusalem/western-wall","/fr/jerusalem","Mur des Lamentations"
"/fr/jerusalem-tours-compared","/jerusalem/holy-sepulchre","/fr/jerusalem","église du Saint-Sépulcre"
"/fr/jerusalem-tours-compared","/jerusalem/via-dolorosa","/fr/jerusalem","Via Dolorosa"
"/fr/jerusalem-tours-compared","/jerusalem/old-city","/fr/jerusalem","Vieille Ville"
"/fr/jerusalem-tours-compared","/jerusalem/mount-of-olives","/fr/jerusalem","mont des Oliviers"
"/fr/jerusalem-tours-compared","/jerusalem/israel-museum","/fr/jerusalem","Musée d'Israël"
"/fr/jerusalem-tours-compared","/jerusalem/city-of-david","/fr/jerusalem","Cité de David"
"/fr/jerusalem-tours-compared","/fr/jerusalem-bethlehem-day-trip","(sin link)","guide de l'excursion Jérusalem & Bethléem"
"/fr/jerusalem-tours-compared","/jerusalem/western-wall","/fr/jerusalem","Mur des Lamentations"
"/fr/jerusalem-tours-compared","/private-tours-israel","(sin link)","guide des circuits privés"
"/fr/jerusalem-tours-compared","/private-tours-israel","(sin link)","guide privé"
"/fr/jerusalem-tours-compared","/fr/best-holy-land-tours","(sin link)","guide des circuits en Terre Sainte"
"/fr/jerusalem-tours-compared","/fr/best-tours-in-israel","(sin link)","meilleurs circuits en Israël"
"/fr/jerusalem-tours-compared","/fr/day-trips-from-jerusalem","(sin link)","excursions depuis Jérusalem"
"/fr/jerusalem-tours-compared","/where-to-stay/jerusalem","/fr/best-hotels-jerusalem","où séjourner à Jérusalem"
"/fr/visa-information","/fr/border-crossings","(sin link)","guide des passages frontaliers"
"/fr/visa-information","/israel-esim","(sin link)","eSIM"
"/fr/visa-information","/fr/israel-travel-insurance","(sin link)","assurance voyage"
"/fr/visa-information","/ben-gurion-airport-transfers","(sin link)","transfert depuis l'aéroport"
"/is-israel-safe","/shabbat-guide","(sin link)","Shabbat"
"/jerusalem-tours-compared","/jerusalem/western-wall","/jerusalem","Western Wall"
"/jerusalem-tours-compared","/jerusalem/holy-sepulchre","/jerusalem","Church of the Holy Sepulchre"
"/jerusalem-tours-compared","/jerusalem/via-dolorosa","/jerusalem","Via Dolorosa"
"/jerusalem-tours-compared","/jerusalem/old-city","/jerusalem","Old City"
"/jerusalem-tours-compared","/jerusalem/mount-of-olives","/jerusalem","Mount of Olives"
"/jerusalem-tours-compared","/jerusalem/israel-museum","/jerusalem","Israel Museum"
"/jerusalem-tours-compared","/jerusalem/city-of-david","/jerusalem","City of David"
"/jerusalem-tours-compared","/jerusalem-bethlehem-day-trip","(sin link)","Jerusalem & Bethlehem day trip"
"/jerusalem-tours-compared","/jerusalem/western-wall","/jerusalem","Western Wall"
"/jerusalem-tours-compared","/private-tours-israel","(sin link)","private tours guide"
"/jerusalem-tours-compared","/private-tours-israel","(sin link)","private guide"
"/jerusalem-tours-compared","/best-holy-land-tours","(sin link)","Holy Land tours"
"/jerusalem-tours-compared","/best-tours-in-israel","(sin link)","best tours in Israel"
"/jerusalem-tours-compared","/day-trips-from-jerusalem","(sin link)","day trips from Jerusalem"
"/jerusalem-tours-compared","/where-to-stay/jerusalem","/best-hotels-jerusalem","where to stay in Jerusalem"
"/visa-information","/israeli-passport-stamp","(sin link)","Israeli passport stamp guide"
"/visa-information","/israel-visa-extension","(sin link)","Israel tourist visa extension guide"
"/visa-information","/border-crossings","(sin link)","border crossings guide"
"/visa-information","/israel-for-chinese-travelers","(sin link)","Israel for Chinese travelers guide"
"/visa-information","/israel-for-filipino-travelers","(sin link)","Israel for Filipino travelers guide"
"/visa-information","/israel-working-holiday-visa","(sin link)","Israel Working Holiday Visa guide"
"/visa-information","/israel-visa-eta-checker","(sin link)","Visa & ETA-IL checker"
"/visa-information","/israel-esim","(sin link)","eSIM"
"/visa-information","/israel-travel-insurance","(sin link)","travel insurance"
"/visa-information","/ben-gurion-airport-transfers","(sin link)","airport transfer"
"/itineraries/10-days-in-israel","/itineraries/5-days-in-israel","/itineraries/7-days-in-israel","5-day"
"/itineraries/10-days-in-israel","/israel-5-vs-7-vs-10-days","/itineraries/7-days-in-israel","5 vs 7 vs 10 days guide"
"/itineraries/10-days-in-israel","/transportation","(sin link)","DiscoverCars"
"/itineraries/10-days-in-israel","/tel-aviv/tayelet","/tel-aviv","Tayelet beach promenade"
"/itineraries/10-days-in-israel","/tel-aviv/old-jaffa","/tel-aviv","Old Jaffa"
"/itineraries/10-days-in-israel","/tel-aviv/neve-tzedek","/tel-aviv","Neve Tzedek"
"/itineraries/10-days-in-israel","/tel-aviv/florentin","/tel-aviv","Florentin"
"/itineraries/10-days-in-israel","/tel-aviv/rothschild","/tel-aviv","Bauhaus White City"
"/itineraries/10-days-in-israel","/tel-aviv/carmel-market","/tel-aviv","Carmel Market"
"/itineraries/10-days-in-israel","/tel-aviv/tel-aviv-museum","/tel-aviv","Tel Aviv Museum of Art"
"/itineraries/10-days-in-israel","/caesarea","/haifa","Caesarea"
"/itineraries/10-days-in-israel","/haifa/bahai-gardens","/haifa","Bahá'í Gardens"
"/itineraries/10-days-in-israel","/haifa/german-colony","/haifa","German Colony"
"/itineraries/10-days-in-israel","/akko","/haifa","Akko"
"/itineraries/10-days-in-israel","/galilee/capernaum","/galilee","Capernaum"
"/itineraries/10-days-in-israel","/galilee/mount-of-beatitudes","/galilee","Mount of Beatitudes"
"/itineraries/10-days-in-israel","/galilee/yardenit","/galilee","Yardenit"
"/itineraries/10-days-in-israel","/galilee/tiberias","/galilee","Tiberias"
"/itineraries/10-days-in-israel","/golan","/galilee","Golan Heights"
"/itineraries/10-days-in-israel","/golan/banias","/galilee","Banias waterfall"
"/itineraries/10-days-in-israel","/golan/nimrod-fortress","/galilee","Nimrod Fortress"
"/itineraries/10-days-in-israel","/golan/mount-bental","/galilee","Mount Bental"
"/itineraries/10-days-in-israel","/nazareth","/galilee","Nazareth"
"/itineraries/10-days-in-israel","/nazareth/basilica-of-the-annunciation","/galilee","Basilica of the Annunciation"
"/itineraries/10-days-in-israel","/jerusalem/old-city","/jerusalem","Old City"
"/itineraries/10-days-in-israel","/jerusalem/western-wall","/jerusalem","Western Wall"
"/itineraries/10-days-in-israel","/jerusalem/holy-sepulchre","/jerusalem","Holy Sepulchre"
"/itineraries/10-days-in-israel","/jerusalem/temple-mount","/jerusalem","Temple Mount"
"/itineraries/10-days-in-israel","/jerusalem/via-dolorosa","/jerusalem","Via Dolorosa"
"/itineraries/10-days-in-israel","/jerusalem/yad-vashem","/jerusalem","Yad Vashem"
"/itineraries/10-days-in-israel","/jerusalem/israel-museum","/jerusalem","Israel Museum"
"/itineraries/10-days-in-israel","/jerusalem/mahane-yehuda","/jerusalem","Mahane Yehuda market"
"/itineraries/10-days-in-israel","/dead-sea/masada","/dead-sea","Masada"
"/itineraries/10-days-in-israel","/dead-sea/ein-gedi","/dead-sea","Ein Gedi"
"/itineraries/10-days-in-israel","/eilat/coral-beach","/eilat","Coral Beach"
"/itineraries/10-days-in-israel","/eilat/underwater-observatory","/eilat","Underwater Observatory"
"/itineraries/10-days-in-israel","/eilat/timna-park","/eilat","Timna Park"
"/itineraries/10-days-in-israel","/petra-from-eilat-vs-amman","/eilat","day trip to Petra"
"/itineraries/10-days-in-israel","/border-crossings","/visa-information","border crossings guide"
"/itineraries/10-days-in-israel","/israel-cost-budget","(sin link)","Israel cost & budget guide"
"/itineraries/10-days-in-israel","/israel-cost-budget","(sin link)","budget guide"
"/itineraries/7-days-in-israel","/itineraries/3-days-in-jerusalem","/jerusalem","3 days in Jerusalem"
"/itineraries/7-days-in-israel","/itineraries/5-days-in-israel","(sin link)","5-day"
"/itineraries/7-days-in-israel","/jerusalem/old-city","/jerusalem","Old City"
"/itineraries/7-days-in-israel","/jerusalem/western-wall","/jerusalem","Western Wall"
"/itineraries/7-days-in-israel","/jerusalem/holy-sepulchre","/jerusalem","Church of the Holy Sepulchre"
"/itineraries/7-days-in-israel","/jerusalem/mahane-yehuda","/jerusalem","Mahane Yehuda market"
"/itineraries/7-days-in-israel","/jerusalem/mount-of-olives","/jerusalem","Mount of Olives"
"/itineraries/7-days-in-israel","/jerusalem/city-of-david","/jerusalem","City of David"
"/itineraries/7-days-in-israel","/jerusalem/yad-vashem","/jerusalem","Yad Vashem"
"/itineraries/7-days-in-israel","/dead-sea/masada","/dead-sea","Masada"
"/itineraries/7-days-in-israel","/dead-sea/ein-gedi","/dead-sea","Ein Gedi"
"/itineraries/7-days-in-israel","/tel-aviv/old-jaffa","/tel-aviv","Old Jaffa"
"/itineraries/7-days-in-israel","/tel-aviv/tayelet","/tel-aviv","Tayelet beach promenade"
"/itineraries/7-days-in-israel","/tel-aviv/neve-tzedek","/tel-aviv","Neve Tzedek"
"/itineraries/7-days-in-israel","/tel-aviv/florentin","/tel-aviv","Florentin"
"/itineraries/7-days-in-israel","/tel-aviv/rothschild","/tel-aviv","White City"
"/itineraries/7-days-in-israel","/tel-aviv/carmel-market","/tel-aviv","Carmel Market"
"/itineraries/7-days-in-israel","/tel-aviv/tel-aviv-museum","/tel-aviv","Tel Aviv Museum of Art"
"/itineraries/7-days-in-israel","/galilee/capernaum","/galilee","Capernaum"
"/itineraries/7-days-in-israel","/galilee/mount-of-beatitudes","/galilee","Mount of Beatitudes"
"/itineraries/7-days-in-israel","/galilee/yardenit","/galilee","Yardenit"
"/itineraries/7-days-in-israel","/galilee/tiberias","/galilee","Tiberias"
"/itineraries/7-days-in-israel","/nazareth","/galilee","Nazareth"
"/itineraries/7-days-in-israel","/nazareth/basilica-of-the-annunciation","/galilee","Basilica of the Annunciation"
"/itineraries/7-days-in-israel","/caesarea","/haifa","Caesarea"
"/itineraries/7-days-in-israel","/haifa/bahai-gardens","/haifa","Bahá'í Gardens"
"/itineraries/7-days-in-israel","/haifa/german-colony","/haifa","German Colony"
"/itineraries/7-days-in-israel","/akko","/haifa","Akko"
"/itineraries/7-days-in-israel","/israel-5-vs-7-vs-10-days","(sin link)","5 vs 7 vs 10 days guide"
"/itineraries/7-days-in-israel","/israel-cost-budget","(sin link)","cost & budget guide"
"/itineraries/7-days-in-israel","/petra-from-eilat-vs-amman","/eilat","Petra day trip"
"/itineraries/7-days-in-israel","/israel-cost-budget","(sin link)","cost guide"
"/de/itineraries/10-days-in-israel","/itineraries/5-days-in-israel","/de/itineraries/7-days-in-israel","5 Tage"
"/de/itineraries/10-days-in-israel","/israel-5-vs-7-vs-10-days","/de/itineraries/7-days-in-israel","5-vs-7-vs-10-Tage-Leitfaden"
"/de/itineraries/10-days-in-israel","/tel-aviv/tayelet","/de/tel-aviv","Strand"
"/de/itineraries/10-days-in-israel","/tel-aviv/old-jaffa","/de/tel-aviv","Alt-Jaffa"
"/de/itineraries/10-days-in-israel","/tel-aviv/neve-tzedek","/de/tel-aviv","Neve Tzedek"
"/de/itineraries/10-days-in-israel","/tel-aviv/florentin","/de/tel-aviv","Florentin"
"/de/itineraries/10-days-in-israel","/tel-aviv/carmel-market","/de/tel-aviv","Carmel-Markt"
"/de/itineraries/10-days-in-israel","/tel-aviv/rothschild","/de/tel-aviv","Weiße Stadt"
"/de/itineraries/10-days-in-israel","/tel-aviv/tel-aviv-museum","/de/tel-aviv","Kunstmuseums Tel Aviv"
"/de/itineraries/10-days-in-israel","/caesarea","/de/haifa","Caesarea"
"/de/itineraries/10-days-in-israel","/haifa/bahai-gardens","/de/haifa","Bahá'í-Gartenanlagen"
"/de/itineraries/10-days-in-israel","/haifa/german-colony","/de/haifa","Deutsche Kolonie"
"/de/itineraries/10-days-in-israel","/galilee/capernaum","/de/galilee","Kafarnaum"
"/de/itineraries/10-days-in-israel","/galilee/mount-of-beatitudes","/de/galilee","Berg der Seligpreisungen"
"/de/itineraries/10-days-in-israel","/galilee/yardenit","/de/galilee","Yardenit"
"/de/itineraries/10-days-in-israel","/nazareth","/de/galilee","Nazareth"
"/de/itineraries/10-days-in-israel","/nazareth/basilica-of-the-annunciation","/de/galilee","Verkündigungsbasilika"
"/de/itineraries/10-days-in-israel","/golan","/de/galilee","Golan"
"/de/itineraries/10-days-in-israel","/golan/mount-bental","/de/galilee","Mount Bental"
"/de/itineraries/10-days-in-israel","/golan/banias","/de/galilee","Banias-Wasserfälle"
"/de/itineraries/10-days-in-israel","/golan/druze-villages","/de/galilee","Drusen-Dörfer"
"/de/itineraries/10-days-in-israel","/jerusalem/old-city","/de/jerusalem","Altstadt"
"/de/itineraries/10-days-in-israel","/jerusalem/western-wall","/de/jerusalem","Klagemauer"
"/de/itineraries/10-days-in-israel","/jerusalem/holy-sepulchre","/de/jerusalem","Grabeskirche"
"/de/itineraries/10-days-in-israel","/jerusalem/mahane-yehuda","/de/jerusalem","Mahane Yehuda"
"/de/itineraries/10-days-in-israel","/jerusalem/mount-of-olives","/de/jerusalem","Ölberg"
"/de/itineraries/10-days-in-israel","/jerusalem/city-of-david","/de/jerusalem","Stadt Davids"
"/de/itineraries/10-days-in-israel","/jerusalem/yad-vashem","/de/jerusalem","Yad Vashem"
"/de/itineraries/10-days-in-israel","/dead-sea/ein-gedi","/de/dead-sea","Ein Gedi"
"/de/itineraries/10-days-in-israel","/eilat/coral-beach","/de/eilat","Coral Beach Nature Reserve"
"/de/itineraries/10-days-in-israel","/eilat/underwater-observatory","/de/eilat","Unterwasserobservatorium"
"/de/itineraries/10-days-in-israel","/border-crossings","/de/visa-information","Grenzübertrittsleitfaden"
"/de/itineraries/7-days-in-israel","/itineraries/3-days-in-jerusalem","/de/jerusalem","3 Tage in Jerusalem"
"/de/itineraries/7-days-in-israel","/itineraries/5-days-in-israel","(sin link)","5 Tage"
"/de/itineraries/7-days-in-israel","/jerusalem/old-city","/de/jerusalem","Altstadt"
"/de/itineraries/7-days-in-israel","/jerusalem/western-wall","/de/jerusalem","Klagemauer"
"/de/itineraries/7-days-in-israel","/jerusalem/holy-sepulchre","/de/jerusalem","Grabeskirche"
"/de/itineraries/7-days-in-israel","/jerusalem/mahane-yehuda","/de/jerusalem","Mahane-Yehuda-Markt"
"/de/itineraries/7-days-in-israel","/jerusalem/mount-of-olives","/de/jerusalem","Ölbergs"
"/de/itineraries/7-days-in-israel","/jerusalem/city-of-david","/de/jerusalem","Stadt Davids"
"/de/itineraries/7-days-in-israel","/jerusalem/yad-vashem","/de/jerusalem","Yad Vashem"
"/de/itineraries/7-days-in-israel","/dead-sea/masada","/de/dead-sea","Masada"
"/de/itineraries/7-days-in-israel","/dead-sea/ein-gedi","/de/dead-sea","Ein-Gedi"
"/de/itineraries/7-days-in-israel","/tel-aviv/old-jaffa","/de/tel-aviv","Alt-Jaffa"
"/de/itineraries/7-days-in-israel","/tel-aviv/tayelet","/de/tel-aviv","Tayelet-Promenade"
"/de/itineraries/7-days-in-israel","/tel-aviv/neve-tzedek","/de/tel-aviv","Neve Tzedek"
"/de/itineraries/7-days-in-israel","/tel-aviv/florentin","/de/tel-aviv","Florentin"
"/de/itineraries/7-days-in-israel","/tel-aviv/rothschild","/de/tel-aviv","Weiße-Stadt"
"/de/itineraries/7-days-in-israel","/tel-aviv/carmel-market","/de/tel-aviv","Carmel-Markt"
"/de/itineraries/7-days-in-israel","/tel-aviv/tel-aviv-museum","/de/tel-aviv","Kunstmuseum Tel Aviv"
"/de/itineraries/7-days-in-israel","/galilee/capernaum","/de/galilee","Kafarnaum"
"/de/itineraries/7-days-in-israel","/galilee/mount-of-beatitudes","/de/galilee","Berg der Seligpreisungen"
"/de/itineraries/7-days-in-israel","/galilee/yardenit","/de/galilee","Yardenit"
"/de/itineraries/7-days-in-israel","/galilee/tiberias","/de/galilee","Tiberias"
"/de/itineraries/7-days-in-israel","/nazareth","/de/galilee","Nazareth"
"/de/itineraries/7-days-in-israel","/nazareth/basilica-of-the-annunciation","/de/galilee","Verkündigungsbasilika"
"/de/itineraries/7-days-in-israel","/caesarea","/de/haifa","Caesarea"
"/de/itineraries/7-days-in-israel","/haifa/bahai-gardens","/de/haifa","Bahá'í-Gärten"
"/de/itineraries/7-days-in-israel","/haifa/german-colony","/de/haifa","Deutsche Kolonie"
"/de/itineraries/7-days-in-israel","/akko","/de/haifa","Akko"
"/de/itineraries/7-days-in-israel","/israel-5-vs-7-vs-10-days","(sin link)","5-vs-7-vs-10-Tage-Leitfaden"
"/de/itineraries/7-days-in-israel","/israel-cost-budget","(sin link)","Kosten- und Budgetratgeber"
"/es/itineraries/10-days-in-israel","/itineraries/5-days-in-israel","/es/itineraries/7-days-in-israel","5 días"
"/es/itineraries/10-days-in-israel","/israel-5-vs-7-vs-10-days","/es/itineraries/7-days-in-israel","guía 5 vs 7 vs 10 días"
"/es/itineraries/10-days-in-israel","/tel-aviv/tayelet","/es/tel-aviv","playa"
"/es/itineraries/10-days-in-israel","/tel-aviv/old-jaffa","/es/tel-aviv","Viejo Jaffa"
"/es/itineraries/10-days-in-israel","/tel-aviv/neve-tzedek","/es/tel-aviv","Neve Tzedek"
"/es/itineraries/10-days-in-israel","/tel-aviv/florentin","/es/tel-aviv","Florentin"
"/es/itineraries/10-days-in-israel","/tel-aviv/carmel-market","/es/tel-aviv","mercado Carmel"
"/es/itineraries/10-days-in-israel","/tel-aviv/rothschild","/es/tel-aviv","Ciudad Blanca"
"/es/itineraries/10-days-in-israel","/tel-aviv/tel-aviv-museum","/es/tel-aviv","Museo de Arte de Tel Aviv"
"/es/itineraries/10-days-in-israel","/caesarea","/es/haifa","Cesarea"
"/es/itineraries/10-days-in-israel","/haifa/bahai-gardens","/es/haifa","Jardines Bahá'ís"
"/es/itineraries/10-days-in-israel","/haifa/german-colony","/es/haifa","Barrio Alemán"
"/es/itineraries/10-days-in-israel","/galilee/capernaum","/es/galilee","Cafarnaúm"
"/es/itineraries/10-days-in-israel","/galilee/mount-of-beatitudes","/es/galilee","Monte de las Bienaventuranzas"
"/es/itineraries/10-days-in-israel","/galilee/yardenit","/es/galilee","Yardenit"
"/es/itineraries/10-days-in-israel","/nazareth","/es/galilee","Nazaret"
"/es/itineraries/10-days-in-israel","/nazareth/basilica-of-the-annunciation","/es/galilee","Basílica de la Anunciación"
"/es/itineraries/10-days-in-israel","/golan","/es/galilee","Golán"
"/es/itineraries/10-days-in-israel","/golan/mount-bental","/es/galilee","Monte Bental"
"/es/itineraries/10-days-in-israel","/golan/banias","/es/galilee","Cascadas de Banias"
"/es/itineraries/10-days-in-israel","/golan/druze-villages","/es/galilee","Pueblos drusos"
"/es/itineraries/10-days-in-israel","/jerusalem/old-city","/es/jerusalem","Ciudad Vieja"
"/es/itineraries/10-days-in-israel","/jerusalem/western-wall","/es/jerusalem","Muro de las Lamentaciones"
"/es/itineraries/10-days-in-israel","/jerusalem/holy-sepulchre","/es/jerusalem","Santo Sepulcro"
"/es/itineraries/10-days-in-israel","/jerusalem/mahane-yehuda","/es/jerusalem","Mahane Yehuda"
"/es/itineraries/10-days-in-israel","/jerusalem/mount-of-olives","/es/jerusalem","Monte de los Olivos"
"/es/itineraries/10-days-in-israel","/jerusalem/city-of-david","/es/jerusalem","Ciudad de David"
"/es/itineraries/10-days-in-israel","/jerusalem/yad-vashem","/es/jerusalem","Yad Vashem"
"/es/itineraries/10-days-in-israel","/dead-sea/ein-gedi","/es/dead-sea","Ein Gedi"
"/es/itineraries/10-days-in-israel","/eilat/coral-beach","/es/eilat","Coral Beach"
"/es/itineraries/7-days-in-israel","/itineraries/3-days-in-jerusalem","/es/jerusalem","3 días en Jerusalén"
"/es/itineraries/7-days-in-israel","/itineraries/5-days-in-israel","(sin link)","5 días"
"/es/itineraries/7-days-in-israel","/jerusalem/old-city","/es/jerusalem","Ciudad Vieja"
"/es/itineraries/7-days-in-israel","/jerusalem/western-wall","/es/jerusalem","Muro de los Lamentos"
"/es/itineraries/7-days-in-israel","/jerusalem/holy-sepulchre","/es/jerusalem","Iglesia del Santo Sepulcro"
"/es/itineraries/7-days-in-israel","/jerusalem/mahane-yehuda","/es/jerusalem","mercado Mahane Yehuda"
"/es/itineraries/7-days-in-israel","/jerusalem/mount-of-olives","/es/jerusalem","Monte de los Olivos"
"/es/itineraries/7-days-in-israel","/jerusalem/city-of-david","/es/jerusalem","Ciudad de David"
"/es/itineraries/7-days-in-israel","/jerusalem/yad-vashem","/es/jerusalem","Yad Vashem"
"/es/itineraries/7-days-in-israel","/dead-sea/masada","/es/dead-sea","Masada"
"/es/itineraries/7-days-in-israel","/dead-sea/ein-gedi","/es/dead-sea","Ein Gedi"
"/es/itineraries/7-days-in-israel","/tel-aviv/old-jaffa","/es/tel-aviv","Jaffa"
"/es/itineraries/7-days-in-israel","/tel-aviv/tayelet","/es/tel-aviv","tayelet"
"/es/itineraries/7-days-in-israel","/tel-aviv/neve-tzedek","/es/tel-aviv","Neve Tzedek"
"/es/itineraries/7-days-in-israel","/tel-aviv/florentin","/es/tel-aviv","Florentin"
"/es/itineraries/7-days-in-israel","/tel-aviv/rothschild","/es/tel-aviv","Ciudad Blanca"
"/es/itineraries/7-days-in-israel","/tel-aviv/carmel-market","/es/tel-aviv","mercado Carmel"
"/es/itineraries/7-days-in-israel","/tel-aviv/tel-aviv-museum","/es/tel-aviv","Museo de Arte de Tel Aviv"
"/es/itineraries/7-days-in-israel","/galilee/capernaum","/es/galilee","Cafarnaúm"
"/es/itineraries/7-days-in-israel","/galilee/mount-of-beatitudes","/es/galilee","Monte de las Bienaventuranzas"
"/es/itineraries/7-days-in-israel","/galilee/yardenit","/es/galilee","Yardenit"
"/es/itineraries/7-days-in-israel","/galilee/tiberias","/es/galilee","Tiberíades"
"/es/itineraries/7-days-in-israel","/nazareth","/es/galilee","Nazaret"
"/es/itineraries/7-days-in-israel","/nazareth/basilica-of-the-annunciation","/es/galilee","Basílica de la Anunciación"
"/es/itineraries/7-days-in-israel","/caesarea","/es/haifa","Cesarea"
"/es/itineraries/7-days-in-israel","/haifa/bahai-gardens","/es/haifa","Jardines Bahá'ís"
"/es/itineraries/7-days-in-israel","/haifa/german-colony","/es/haifa","Barrio Alemán"
"/es/itineraries/7-days-in-israel","/akko","/es/haifa","Akko"
"/es/itineraries/7-days-in-israel","/israel-5-vs-7-vs-10-days","(sin link)","guía de 5 vs 7 vs 10 días"
"/es/itineraries/7-days-in-israel","/israel-cost-budget","(sin link)","guía completa de costos"
"/fr/itineraries/10-days-in-israel","/itineraries/5-days-in-israel","/fr/itineraries/7-days-in-israel","5 jours"
"/fr/itineraries/10-days-in-israel","/israel-5-vs-7-vs-10-days","/fr/itineraries/7-days-in-israel","guide 5 vs 7 vs 10 jours"
"/fr/itineraries/10-days-in-israel","/tel-aviv/tayelet","/fr/tel-aviv","plage"
"/fr/itineraries/10-days-in-israel","/tel-aviv/old-jaffa","/fr/tel-aviv","Vieux Jaffa"
"/fr/itineraries/10-days-in-israel","/tel-aviv/neve-tzedek","/fr/tel-aviv","Neve Tzedek"
"/fr/itineraries/10-days-in-israel","/tel-aviv/florentin","/fr/tel-aviv","Florentin"
"/fr/itineraries/10-days-in-israel","/tel-aviv/carmel-market","/fr/tel-aviv","marché Carmel"
"/fr/itineraries/10-days-in-israel","/tel-aviv/rothschild","/fr/tel-aviv","Ville Blanche"
"/fr/itineraries/10-days-in-israel","/tel-aviv/tel-aviv-museum","/fr/tel-aviv","Musée d'Art de Tel Aviv"
"/fr/itineraries/10-days-in-israel","/caesarea","/fr/haifa","Césarée"
"/fr/itineraries/10-days-in-israel","/haifa/bahai-gardens","/fr/haifa","Jardins Bahá'ís"
"/fr/itineraries/10-days-in-israel","/haifa/german-colony","/fr/haifa","Quartier Allemand"
"/fr/itineraries/10-days-in-israel","/galilee/capernaum","/fr/galilee","Capharnaüm"
"/fr/itineraries/10-days-in-israel","/galilee/mount-of-beatitudes","/fr/galilee","Mont des Béatitudes"
"/fr/itineraries/10-days-in-israel","/galilee/yardenit","/fr/galilee","Yardenit"
"/fr/itineraries/10-days-in-israel","/nazareth","/fr/galilee","Nazareth"
"/fr/itineraries/10-days-in-israel","/nazareth/basilica-of-the-annunciation","/fr/galilee","Basilique de l'Annonciation"
